Position,Company,Loc_city,Loc_state,Loc_zip,CompanyReviews,Link
Intern - Machine Learning Performance Metrics,"
Intel",Santa Clara,CA,95052,"2,911 reviews",https://www.indeed.com/jobs?q=Machine+learning&start=140['/rc/clk?jk=21961993c71706c5&fccid=f1374be6a45f4b8a']
Data Scientist Intern (Summer 2018),"
Electronic Arts",Redwood City,CA,94065,347 reviews,https://www.indeed.com/jobs?q=Machine+learning&start=140['/rc/clk?jk=2804d6289a4ae4c1&fccid=617d7f961cfcf54a']
Data Scientist Intern,"
Amazon.com",Seattle,WA,,"19,881 reviews",https://www.indeed.com/jobs?q=Machine+learning&start=140['/rc/clk?jk=fcbed477341de5c4&fccid=fe2d21eef233e94a']
Machine Learning Evangelist,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Machine+learning&start=140['/rc/clk?jk=f772d9f5bc42ecd0&fccid=c1099851e9794854']
Junior Data Scientist,"
SAP",Palo Alto,CA,,924 reviews,https://www.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=5f228abcd36da3d4&fccid=156c7820d1988640']
"Data Scientist (Machine Learning & Natural Language), Siri","
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=511b36a59787df6c&fccid=c1099851e9794854']
Data Scientist,NA,Washington,DC,,,https://www.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=a3ad23379615e061&fccid=3d9bfa4688aa57be']
Senior Data Analyst,"
Intellipro Group Inc.",Mountain View,CA,94040,5 reviews,https://www.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=5c1e9449b13a9659&fccid=0b2283bbea07e089']
Data Scientist,"
Sumeru Solutions",Palo Alto,CA,94301,2 reviews,https://www.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=756d96c249e43512&fccid=017a5fb77d5b9c10']
"Data Scientist Research Intern - FLA - Sunnyvale, CA","
Fujitsu",Sunnyvale,CA,94085,"1,036 reviews",https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=924bdf7b67014c90&fccid=0d771a787e6e10bd']
Data Scientist,"
CapTech Consulting",Charlotte,NC,,10 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=372c7c047fcae2c8&fccid=6ce11bcd7af32730']
Junior Data Scientist,"
The World Bank",Washington,DC,,465 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=5c5125fc1b3183f3&fccid=68e84a75b614b963']
Data Scientist,"
MassMutual",Boston,MA,2298,628 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=eb13eac6c29e4b8d&fccid=acf786d7ca32d66d']
Data Scientist,"
Bank of America",Charlotte,NC,28255,"19,303 reviews",https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=ea9d7de4347e4dba&fccid=5bd99dfa21c8a490']
Data Scientist Intern (Summer 2018),"
Electronic Arts",Redwood City,CA,94065,347 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=2804d6289a4ae4c1&fccid=617d7f961cfcf54a']
"Core Data Science, PhD Intern/Co-op (2018)","
Facebook",Menlo Park,CA,,223 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=d5ebee018943f3ce&fccid=1639254ea84748b5']
Data Scientist Silicon Intern,"
Intel",Santa Clara,CA,95052,"2,911 reviews",https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=44b755fb8225fc7b&fccid=f1374be6a45f4b8a']
Data Scientist,"
Intel",Phoenix,AZ,85018,"2,911 reviews",https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=650bd5a3c98073f3&fccid=f1374be6a45f4b8a']
"Data Scientist Intern, Oculus","
Facebook",Menlo Park,CA,,223 reviews,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=b923f7a14380ae2d&fccid=1639254ea84748b5']
Data Scientist Intern - Digital McKinsey,"
McKinsey & Company",New York,NY,10022,314 reviews,https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=adb7436da495b8f9&fccid=6576e7250aa78c3c']
Data Analytics Intern,"
Vanguard",Malvern,PA,,571 reviews,https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=1269dd9ada1ebe48&fccid=510aa29fcf8f87d9']
Data Scientist,"
Schneider Electric",Andover,MA,1810,"2,625 reviews",https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=dbc85338b95576e7&fccid=8dc4399ddb463d4a']
Data Scientist,"
Ancestry",San Francisco,CA,,52 reviews,https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=f0cfa27726ee6a71&fccid=8a644f7a25dca5dc']
Machine Learning Intern,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=e94035b5d8ef1cf6&fccid=e82111c38842f8f2']
"Infrastructure Data Scientist, Intern","
Facebook",Menlo Park,CA,,223 reviews,https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=c42af632b6a84a6b&fccid=1639254ea84748b5']
Data Scientist,"
Microsoft",Redmond,WA,98052,"3,736 reviews",https://www.indeed.com/jobs?q=Data+Science&start=30['/rc/clk?jk=989ce849e0e48143&fccid=734cb5a01ee60f80']
Summer 2018 Data Analyst Intern,"
Guardian Life Insurance Company",New York,NY,,324 reviews,https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=bbbc2c2bd6ecfb62&fccid=be86dcd6c4c7908c']
Data Scientist - People Analytics & Measurement,"
McKinsey & Company",Atlanta,GA,30318,314 reviews,https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=a39eca993879fe64&fccid=6576e7250aa78c3c']
Machine Learning Engineer,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=66f65c6534497228&fccid=c1099851e9794854']
Principal Data Scientist - Predictive and Prescriptive Analytics,"
Verizon",Irving,TX,75038,"16,350 reviews",https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=d59f6ebc287ba92b&fccid=f7029f63fe5c906e']
Data Scientist,NA,Austin,TX,,,https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=9c47fcbf652695c2&fccid=eb5d029aaaf4e65e']
Data Scientist / Data Analyst,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=f3aeee1f5ae57b03&fccid=dc179bf07c38b2bd']
Junior Data Scientist,"
Realogy Corporate",Emeryville,CA,,68 reviews,https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=73742909c62aea4e&fccid=beed1e8c185c6c2f']
"Product Analyst, Data Science","
Google",Mountain View,CA,,"1,897 reviews",https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=3b7c38bc7504b287&fccid=a5b4499d9e91a5c6']
Data Scientist,"
Citi",Irving,TX,,"11,580 reviews",https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=31bdb0536ce03220&fccid=5bcd1ef0a7f4fb99']
Data Scientist,"
Halliburton",Houston,TX,77032,"4,089 reviews",https://www.indeed.com/jobs?q=Data+Science&start=50['/rc/clk?jk=f3ffa6c9503838c1&fccid=0e4554ac6dcff427']
Data Science Intern (Summer 2018),"
TiVo",Boston,MA,,49 reviews,https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=cca783faeb0b1d4a&fccid=7f90bc77737eeea4']
Data Science Summer Intern 2018,"
Grubhub",New York,NY,,187 reviews,https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=6a52f42f06e2acc1&fccid=12e41f7040f168e8']
Statistical Programmer (Associate),"
Pfizer Inc.",Collegeville,PA,,"2,917 reviews",https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=f5998a6e3f1f73de&fccid=5e118f74384e090a']
Data Scientist,"
JP Morgan Chase",Columbus,OH,43240,"15,476 reviews",https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=02ecc871f377f959&fccid=c46d0116f6e69eae']
Data Science Intern,"
Marvell",Santa Clara,CA,,14 reviews,https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=32834ec40887ce93&fccid=749488582f5dfbfe']
Data Science Intern,"
Huawei",Santa Clara,CA,,"2,175 reviews",https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=f6db0216fb46dc1b&fccid=d8be85d73018fac8']
Operations Research Data Scientist,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=646d06b64af288c3&fccid=c1099851e9794854']
Quantitative Analytics Professional (Data Scientist),"
Freddie Mac",McLean,VA,,434 reviews,https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=adc4c13dcf95db81&fccid=6c9562e858513298']
Data Scientist,"
The Henry M. Jackson Foundation",Bethesda,MD,20817,6 reviews,https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=85f032c431b6e258&fccid=84bfd896c79fa38f']
Data Scientist,"
Brookhaven National Laboratory",Upton,NY,11973,65 reviews,https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=1ee80a74f1255e49&fccid=e3775e5ec8ee0d6e']
Research Data Analyst 1,"
Stanford University",Stanford,CA,94305,392 reviews,https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=928c5cd10db6306a&fccid=1ba7f338730ce720']
College Student Intern - Data Analytics,"
Lockheed Martin",Fort Worth,TX,76108,"4,770 reviews",https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=efb7988e02c512dd&fccid=aeb15e43a6800b9d']
Analytics Specialist- Operations Analysis & Performance Data Science,"
Delta Air Lines",Atlanta,GA,,"2,340 reviews",https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=9e1b4123624619ca&fccid=af0caae05772d1fa']
Data Science Scientific Programmer,"
Bristol-Myers Squibb",Hopewell,NJ,,"1,041 reviews",https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=a61eb4819ec8276d&fccid=45f7e11d0973ee3a']
"Data Scientist, Analytics","
Facebook",Menlo Park,CA,,223 reviews,https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=530c9085dbbba358&fccid=1639254ea84748b5']
Contract - Summer Intern in Adversarial Machine Learning,NA,Malibu,CA,90265,,https://www.indeed.com/jobs?q=Data+Science&start=60['/rc/clk?jk=2ae9a28e730a3754&fccid=61a105cfbc724ff8']
Machine Learning Evangelist,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=f772d9f5bc42ecd0&fccid=c1099851e9794854']
Machine Learning Model for Cancer Vaccine Design,"
Oak Ridge Associated Universities",Oak Ridge,TN,,22 reviews,https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=9fbdaa1816a86795&fccid=9ee66ada40315e6d']
Failure Analysis Data Scientist,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=94776f932895c005&fccid=c1099851e9794854']
"Data Scientist, Internet Services Team","
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=e8db277c1588d924&fccid=c1099851e9794854']
Data Scientist I,"
GEICO",Chevy Chase,MD,20815,"2,220 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=73a7a24cc1d1fc30&fccid=71b1543b29473502']
Specialized Statistical Programmer (Associate),"
Pfizer Inc.",Groton,CT,6340,"2,917 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=0f03e40738721b5f&fccid=5e118f74384e090a']
Data Scientist Bachelors (Intern) - United States,"
Cisco",San Jose,CA,,"3,101 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=0076ad2d2a5384b1&fccid=dfc44f3b8c44a6db']
Data Scientist - Machine Learning,"
Lockheed Martin",Orlando,FL,32819,"4,770 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=c735f830e5282d00&fccid=aeb15e43a6800b9d']
Data Scientist - Predictive Analytics,"
Schneider Electric",Nashville,TN,,"2,625 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=259e694b48b289bc&fccid=8dc4399ddb463d4a']
Data Scientist Intern,"
Amazon.com",Seattle,WA,,"19,881 reviews",https://www.indeed.com/jobs?q=Data+Science&start=40['/rc/clk?jk=fcbed477341de5c4&fccid=fe2d21eef233e94a']
Data Science Intern,"
KAYAK",Cambridge,MA,,5 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=04c7e6fcb29f3dcc&fccid=3fc1e7f5af93d293']
Data Scientist (Principal),"
C.H. Robinson",Eden Prairie,MN,55347,596 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=6e81ae38c04f943e&fccid=090a7d416d718609']
Data Scientist,"
The Boston Consulting Group",New York,NY,10022,159 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=d4105ae083e81b43&fccid=b95f9eb47968fa13']
Intern- Data Science,"
VMware",Palo Alto,CA,,496 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=02f63199f33d0b60&fccid=c762a27145bd166e']
Data Scientist,"
LumenData",Santa Clara,CA,95054,2 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=98899004e6081aaf&fccid=a81d4e0c3d6cb2aa']
Data Scientist-Entry Level,"
Spring Venture Group",Kansas City,MO,,25 reviews,https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=0183101fea61e775&fccid=3ca831f61e97b3ee']
Data Scientist Intern,"
Honeywell",Golden Valley,MN,55422,"5,125 reviews",https://www.indeed.com/jobs?q=Data+Science&start=80['/rc/clk?jk=947e0bfecae9d3e4&fccid=50208b5bf45ee3b8']
Data Scientist Intern,"
Domtar",Raleigh,NC,,161 reviews,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=3c041e00bec69d2a&fccid=d1c830f4bd465b3a']
Data Scientist Intern,"
Patheon Inc.",Raleigh,NC,,89 reviews,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=167e5a57b3bfbf8f&fccid=84c48614f9156a45']
Data Scientist,NA,Dayton,OH,45431,,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=5d211ad47b61ba74&fccid=88e8a91c8a5af093']
Data Scientist,"
General Electric",Evendale,OH,,"3,690 reviews",https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=80bd6a69aa7625fe&fccid=c5c99ec01e2125aa']
Data Scientist Intern,"
NIKE INC",Beaverton,OR,,"4,653 reviews",https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=fbe9622415ba6173&fccid=2c62e4de04b8f952']
Data Scientist,"
Coyote Logistics",Chicago,IL,60647,113 reviews,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=2d45df2440392728&fccid=a74a0fbbfa36acbd']
Data Scientist Intern - Summer 2018,"
Walmart eCommerce",San Bruno,CA,94066,76 reviews,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=9883f713630fabc9&fccid=8c49e99f20f89e48']
Data Scientist,"
Best Buy",Richfield,MN,,"15,631 reviews",https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=5d6af2bb4e6f06a5&fccid=027d7cca25a5d14f']
"2018 Summer Data Science Intern - Mountain View, CA",NA,Mountain View,CA,,,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=b0af7765b2ba21d9&fccid=ee2b5444462c7d6e']
IT Data Scientist - Grid Analytics Intern,"
Qorvo",San Jose,CA,95134,60 reviews,https://www.indeed.com/jobs?q=Data+Science&start=90['/rc/clk?jk=260bc7f985d6d069&fccid=f0f57785b56c2161']
Data Scientist,"
VideoAmp",Santa Monica,CA,,3 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=40c93a601a17cdaf&fccid=40d02028f2c96074']
Machine Learning Intern,"
Xilinx",San Jose,CA,95124,72 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=4ebe7c6475e7ff0b&fccid=7ae83685be939814']
Data Scientist,"
Chef'd",El Segundo,CA,90245,12 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=4ed879b239eb1e5e&fccid=32c4680cad80a260']
Data Scientist,"
Beyondsoft Consulting",Redmond,WA,,31 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=b7a07b43b2350ef3&fccid=ee3ef3b98a9e5bcb']
Data Scientist AI/ML,"
Adobe",San Jose,CA,,358 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=10['/rc/clk?jk=1c352c459472886e&fccid=f89deb5a97c7738a']
Machine Learning Modeling Engineer,"
Corning",Corning,NY,14830,337 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=20['/rc/clk?jk=74d61fef49bbe150&fccid=31bebfb78bc1f0f1']
Data Analyst,"
Microsoft",Redmond,WA,98052,"3,736 reviews",https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=5713e7f21cf7cc63&fccid=734cb5a01ee60f80']
Data Scientist/Data Wrangler,"
Lenovo",Raleigh,NC,27616,718 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=e595d826fce7df88&fccid=af103eaff391cdf0']
Data Science Developer Intern – Full Time – Summer 2018,"
Arrow Electronics, Inc.",McLean,VA,,559 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=71dc4f9565fbd3d7&fccid=38ee0d4d719341c1']
Senior Data Scientist,"
Sumeru Solutions",Palo Alto,CA,94301,2 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=a2992b39961dd061&fccid=017a5fb77d5b9c10']
Data Scientist,"
CACI",Reston,VA,20190,"1,134 reviews",https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=12429f8443a854d4&fccid=290a4498a64fc044']
Data Scientist,"
Navstar, Inc.",Reston,VA,20191,3 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=7c38d0dfe3a29c76&fccid=85ec0109a0e5fa75']
Data Analyst IT - Intern (Spring Semester 2018),"
Panasonic North America",Newark,NJ,,570 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=5f46d091c2f41db5&fccid=1cd1990427c0d7e2']
Data Scientist,NA,Palo Alto,CA,,,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=c6d4d1d27ac41cfb&fccid=1fd068b21ff6af4e']
Data Scientist,"
SAP",Palo Alto,CA,,924 reviews,https://www.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=25b7818d64075859&fccid=156c7820d1988640']
Data Scientist,NA,Palo Alto,CA,,,https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=c51b01e8dd9f96e8&fccid=2b739220b706e0cc']
Data Science Business Analyst,"
HP",Houston,TX,,"8,891 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=bfbfcb7940da1f40&fccid=1b866506aec22461']
Data Scientist,"
Fanatics Inc.",San Mateo,CA,,292 reviews,https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=3805855fdfdef871&fccid=316c778b7bc10b48']
Data Analyst Intern- Summer 2018,"
Wolverine Trading",Chicago,IL,60604,7 reviews,https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=b948efc264596751&fccid=1ec8c83c883d1273']
Data Scientist,"
Amazon.com",Sunnyvale,CA,,"19,881 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=411093e3b44f2e9f&fccid=fe2d21eef233e94a']
Business Intelligence Data Scientist,"
Chipotle Mexican Grill",Denver,CO,80202,"5,418 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=14bf65269f8924d6&fccid=8e9ae7de18dcd13e']
"A&M Data Scientist, Junior","
Booz Allen Hamilton",Washington,DC,,"1,319 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=8f92b89dd8d82d4d&fccid=4e041af1d0af1bc8']
Data Scientist,"
Ford Motor Company",Dearborn,MI,,"3,780 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=e085c305dbf9751d&fccid=761c44c17d636bfe']
Data Engineer,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=b529ed11770c7e83&fccid=c1099851e9794854']
Data Scientist,"
Fractal Analytics",Jersey City,NJ,7311,18 reviews,https://www.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=6ba3f6897a8b6e3c&fccid=82a5852c691fe3de']
Data Scientist-AI,"
Land O’Lakes, Inc.",Arden Hills,MN,,159 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=bb03734a29bd92cf&fccid=9d00507d8bb313b6']
Pre-Sales Data Scientist - Saffron AI,"
Intel",San Francisco,CA,94111,"2,911 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=d7182a83d785dcc1&fccid=f1374be6a45f4b8a']
Data Scientist - Deep Learning,"
Veeva",Pleasanton,CA,,3 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=02c7b2b10d01a7c9&fccid=8d9c0c83a6f0878f']
Senior Data Scientist,"
Microsoft",Redmond,WA,98052,"3,736 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=ceed53378094e516&fccid=734cb5a01ee60f80']
Data Scientist/Deep Learning Engineer,NA,Aberdeen,MD,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=c9bb7f2d2d101fee&fccid=1d280492d59602e1']
Data Scientist (Security),"
McAfee",Santa Clara,CA,95052,131 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=30['/rc/clk?jk=dd71ac1c6faa403a&fccid=800f11c47014effe']
Data Science and Machine Learning Software Engineer,"
NetApp",Sunnyvale,CA,,504 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=50['/rc/clk?jk=8b3bb8183d150f0c&fccid=77cec2f25f9bd7ed']
Associate Data Scientist,"
Infogix",Naperville,IL,60563,12 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=50['/rc/clk?jk=a7a7e09888b721b3&fccid=acb2f61b5189fc9a']
Data Scientist,"
Infogix",Naperville,IL,60563,12 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=50['/rc/clk?jk=13a7648da2b18272&fccid=acb2f61b5189fc9a']
Senior Data Scientist,"
Avvo",Seattle,WA,98104,11 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=50['/rc/clk?jk=0a897f6a468b7825&fccid=49787f88cb11b06d']
"Data Scientist, Marketing","
eBay Inc.",San Jose,CA,,896 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=50['/rc/clk?jk=53590cf08f70705f&fccid=0da3ed18c20a248d']
Lead Machine Learning Developer,"
Staples",Framingham,MA,1702,"7,657 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=60['/rc/clk?jk=f884686ad12d649b&fccid=2c749d549b16ad16']
Senior Data Scientist/Neural Network Analyst-TS/SCI,"
NT Concepts",Mountain View,CA,,28 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=60['/rc/clk?jk=9fc136d3124508de&fccid=d38498357cdcfc9a']
Data Scientist,"
Diverse Lynx",Santa Clara,CA,,81 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=60['/rc/clk?jk=c39ad1746356738a&fccid=f6ce40c91e89f80b']
Data Scientist Consultant,"
Diverse Lynx",Santa Clara,CA,,81 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=60['/rc/clk?jk=2b555431b9d2eeb8&fccid=f6ce40c91e89f80b']
Sr Data Analyst - Experient,"
Maritz Inc.",Frederick,MD,,11 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=60['/rc/clk?jk=fc57dcd79ea3fba3&fccid=90eb08d1badba495']
Sr. Machine Learning / Artificial Intelligence Engineer,"
LG Electronics",Santa Clara,CA,,"1,468 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=40['/rc/clk?jk=6f4b42fa613791a8&fccid=3baffba98df23da3']
Senior Data Engineer,"
DISNEY",San Jose,CA,,"3,389 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=40['/rc/clk?jk=af2b42ac44147ff1&fccid=4ed80f3a97849f22']
Senior Data Scientist and AI Engineer,"
LG Electronics",Santa Clara,CA,,"1,468 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=40['/rc/clk?jk=b8bb18096737f495&fccid=3baffba98df23da3']
Principal Data Scientist - Predictive and Prescriptive Analytics,"
Verizon",Irving,TX,75038,"16,350 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=40['/rc/clk?jk=d59f6ebc287ba92b&fccid=f7029f63fe5c906e']
Data Scientist,"
First ",Jersey City,NJ,,"2,074 reviews",https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=cc252b1dd00fe835&fccid=d221b1c65f2323a8']
IBM Data Scientist: Apprentice,"
IBM",Research Triangle Park,NC,,"18,926 reviews",https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=ce6afc7640597e18&fccid=de71a49b535e21cb']
Data Science Intern,NA,La Jolla,CA,92037,,https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=d0dc34f476b726c4&fccid=d31f604428a7074a']
Data Analyst,"
Honda R&D Americas, Inc.",Raymond,OH,,"3,906 reviews",https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=451311a8310eed66&fccid=5f460c65e642e29d']
Intern-Data Science,"
Palo Alto Networks",Santa Clara,CA,95054,34 reviews,https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=ffdea291f84b4a62&fccid=0562f887e2bed9ea']
Data Science Administrator,"
City of Santa Monica",Santa Monica,CA,,26 reviews,https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=1f942f5c1ec2ecf8&fccid=45699f2a9c026b50']
Predictive Analytics and Data Science,"
Citi",Tampa,FL,,"11,580 reviews",https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=9e9db5466e81e5cc&fccid=5bcd1ef0a7f4fb99']
Sr Data Analyst - Experient,"
Experient",Frederick,MD,21701,22 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=cbf3a7fb1c127373&fccid=a9288fa6e6fe975d']
Data Analyst / Data Scientist,NA,New York,NY,,,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=17edf4f45397c435&fccid=fd3bad61fc50422e']
"VP Data Science -Artificial Intelligence, Machine Learning, Incubator Team","
Fidelity Investments",Merrimack,NH,3054,"2,104 reviews",https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=4e4485c9b300e5dd&fccid=deb234f9dd3edcea']
